"Date","Region","Industry","UOM","Employment"
"2017-02","Alberta","Goods producing industries [11-33N]","Persons",419097
"2017-02","Alberta","Forestry, logging and support [11N]","Persons",3564
"2017-02","Alberta","Mining, quarrying, and oil and gas extraction [21]","Persons",100354
"2017-02","Alberta","Utilities [22]","Persons",13798
"2017-02","Alberta","Construction [23]","Persons",184109
"2017-02","Alberta","Manufacturing [31-33]","Persons",117273
"2017-02","Alberta","Service producing industries [41-91N]","Persons",1531730
"2017-02","Alberta","Trade [41-45N]","Persons",339498
"2017-02","Alberta","Wholesale trade [41]","Persons",96562
"2017-02","Alberta","Retail trade [44-45]","Persons",242936
"2017-02","Alberta","Transportation and warehousing [48-49]","Persons",101147
"2017-02","Alberta","Information and cultural industries [51]","Persons",26839
"2017-02","Alberta","Finance and insurance [52]","Persons",61888
"2017-02","Alberta","Real estate and rental and leasing [53]","Persons",41263
"2017-02","Alberta","Professional, scientific and technical services [54]","Persons",115498
"2017-02","Alberta","Management of companies and enterprises [55]","Persons",13962
"2017-02","Alberta","Administrative and support, waste management and remediation services [56]","Persons",96629
"2017-02","Alberta","Educational services [61]","Persons",146715
"2017-02","Alberta","Health care and social assistance [62]","Persons",202162
"2017-02","Alberta","Arts, entertainment and recreation [71]","Persons",36934
"2017-02","Alberta","Accommodation and food services [72]","Persons",165575
"2017-02","Alberta","Other services (except public administration) [81]","Persons",74088
"2017-02","Alberta","Public administration [91]","Persons",109532
"2017-02","British Columbia","Industrial aggregate including unclassified businesses [00-91N]","Persons",2186858
"2017-02","British Columbia","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",2138641
"2017-02","British Columbia","Goods producing industries [11-33N]","Persons",344561
"2017-02","British Columbia","Forestry, logging and support [11N]","Persons",17458
"2017-02","British Columbia","Mining, quarrying, and oil and gas extraction [21]","Persons",20028
"2017-02","British Columbia","Utilities [22]","Persons",9688
"2017-02","British Columbia","Construction [23]","Persons",148733
"2017-02","British Columbia","Manufacturing [31-33]","Persons",148654
"2017-02","British Columbia","Service producing industries [41-91N]","Persons",1794081
"2017-02","British Columbia","Trade [41-45N]","Persons",362593
"2017-02","British Columbia","Wholesale trade [41]","Persons",90541
"2017-02","British Columbia","Retail trade [44-45]","Persons",272052
"2017-02","British Columbia","Transportation and warehousing [48-49]","Persons",110133
"2017-02","British Columbia","Information and cultural industries [51]","Persons",52211
"2017-02","British Columbia","Finance and insurance [52]","Persons",87218
"2017-02","British Columbia","Real estate and rental and leasing [53]","Persons",44333
"2017-02","British Columbia","Professional, scientific and technical services [54]","Persons",127673
"2017-02","British Columbia","Management of companies and enterprises [55]","Persons",14016
"2017-02","British Columbia","Administrative and support, waste management and remediation services [56]","Persons",104896
"2017-02","British Columbia","Educational services [61]","Persons",155448
"2017-02","British Columbia","Health care and social assistance [62]","Persons",261320
"2017-02","British Columbia","Arts, entertainment and recreation [71]","Persons",45900
"2017-02","British Columbia","Accommodation and food services [72]","Persons",227887
"2017-02","British Columbia","Other services (except public administration) [81]","Persons",76462
"2017-02","British Columbia","Public administration [91]","Persons",123990
"2017-02","Yukon","Industrial aggregate including unclassified businesses [00-91N]","Persons",21207
"2017-02","Yukon","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",20916
"2017-02","Yukon","Goods producing industries [11-33N]","Persons",2127
"2017-02","Yukon","Utilities [22]","Persons",261
"2017-02","Yukon","Construction [23]","Persons",1188
"2017-02","Yukon","Service producing industries [41-91N]","Persons",18789
"2017-02","Yukon","Trade [41-45N]","Persons",3077
"2017-02","Yukon","Wholesale trade [41]","Persons",300
"2017-02","Yukon","Retail trade [44-45]","Persons",2778
"2017-02","Yukon","Transportation and warehousing [48-49]","Persons",1475
"2017-02","Yukon","Information and cultural industries [51]","Persons",490
"2017-02","Yukon","Finance and insurance [52]","Persons",409
"2017-02","Yukon","Real estate and rental and leasing [53]","Persons",329
"2017-02","Yukon","Professional, scientific and technical services [54]","Persons",548
"2017-02","Yukon","Management of companies and enterprises [55]","Persons",64
"2017-02","Yukon","Administrative and support, waste management and remediation services [56]","Persons",458
"2017-02","Yukon","Educational services [61]","Persons",1372
"2017-02","Yukon","Health care and social assistance [62]","Persons",1386
"2017-02","Yukon","Arts, entertainment and recreation [71]","Persons",380
"2017-02","Yukon","Accommodation and food services [72]","Persons",2002
"2017-02","Yukon","Other services (except public administration) [81]","Persons",463
"2017-02","Yukon","Public administration [91]","Persons",6336
"2017-02","Northwest Territories","Industrial aggregate including unclassified businesses [00-91N]","Persons",26591
"2017-02","Northwest Territories","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",26256
"2017-02","Northwest Territories","Goods producing industries [11-33N]","Persons",5189
"2017-02","Northwest Territories","Mining, quarrying, and oil and gas extraction [21]","Persons",2645
"2017-02","Northwest Territories","Construction [23]","Persons",2196
"2017-02","Northwest Territories","Service producing industries [41-91N]","Persons",21067
"2017-02","Northwest Territories","Trade [41-45N]","Persons",3071
"2017-02","Northwest Territories","Wholesale trade [41]","Persons",603
"2017-02","Northwest Territories","Retail trade [44-45]","Persons",2468
"2017-02","Northwest Territories","Transportation and warehousing [48-49]","Persons",1809
"2017-02","Northwest Territories","Information and cultural industries [51]","Persons",432
"2017-02","Northwest Territories","Finance and insurance [52]","Persons",515
"2017-02","Northwest Territories","Real estate and rental and leasing [53]","Persons",493
"2017-02","Northwest Territories","Professional, scientific and technical services [54]","Persons",890
"2017-02","Northwest Territories","Management of companies and enterprises [55]","Persons",50
"2017-02","Northwest Territories","Administrative and support, waste management and remediation services [56]","Persons",695
"2017-02","Northwest Territories","Educational services [61]","Persons",2070
"2017-02","Northwest Territories","Health care and social assistance [62]","Persons",1751
"2017-02","Northwest Territories","Arts, entertainment and recreation [71]","Persons",240
"2017-02","Northwest Territories","Accommodation and food services [72]","Persons",1870
"2017-02","Northwest Territories","Other services (except public administration) [81]","Persons",828
"2017-02","Northwest Territories","Public administration [91]","Persons",6352
"2017-02","Nunavut","Industrial aggregate including unclassified businesses [00-91N]","Persons",15276
"2017-02","Nunavut","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",15156
"2017-02","Nunavut","Goods producing industries [11-33N]","Persons",1553
"2017-02","Nunavut","Construction [23]","Persons",895
"2017-02","Nunavut","Service producing industries [41-91N]","Persons",13603
"2017-02","Nunavut","Trade [41-45N]","Persons",1774
"2017-02","Nunavut","Wholesale trade [41]","Persons",63
"2017-02","Nunavut","Retail trade [44-45]","Persons",1711
"2017-02","Nunavut","Transportation and warehousing [48-49]","Persons",1006
"2017-02","Nunavut","Information and cultural industries [51]","Persons",103
"2017-02","Nunavut","Finance and insurance [52]","Persons",225
"2017-02","Nunavut","Real estate and rental and leasing [53]","Persons",834
"2017-02","Nunavut","Professional, scientific and technical services [54]","Persons",231
"2017-02","Nunavut","Management of companies and enterprises [55]","Persons",72
"2017-02","Nunavut","Administrative and support, waste management and remediation services [56]","Persons",396
"2017-02","Nunavut","Educational services [61]","Persons",735
"2017-02","Nunavut","Health care and social assistance [62]","Persons",1035
"2017-02","Nunavut","Arts, entertainment and recreation [71]","Persons",96
"2017-02","Nunavut","Accommodation and food services [72]","Persons",510
"2017-02","Nunavut","Other services (except public administration) [81]","Persons",309
"2017-02","Nunavut","Public administration [91]","Persons",6276
"2017-03","Canada","Industrial aggregate including unclassified businesses [00-91N]","Persons",16177733
"2017-03","Canada","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",15873136
"2017-03","Canada","Goods producing industries [11-33N]","Persons",2843228
"2017-03","Canada","Forestry, logging and support [11N]","Persons",40107
"2017-03","Canada","Mining, quarrying, and oil and gas extraction [21]","Persons",197151
"2017-03","Canada","Utilities [22]","Persons",119561
"2017-03","Canada","Construction [23]","Persons",988717
"2017-03","Canada","Manufacturing [31-33]","Persons",1497691
"2017-03","Canada","Non-durable goods [311N]","Persons",615041
"2017-03","Canada","Durable goods [321N]","Persons",882650
"2017-03","Canada","Service producing industries [41-91N]","Persons",13029908
"2017-03","Canada","Trade [41-45N]","Persons",2723281
"2017-03","Canada","Wholesale trade [41]","Persons",776418
"2017-03","Canada","Retail trade [44-45]","Persons",1946863
"2017-03","Canada","Transportation and warehousing [48-49]","Persons",733343
"2017-03","Canada","Information and cultural industries [51]","Persons",365359
"2017-03","Canada","Finance and insurance [52]","Persons",724001
"2017-03","Canada","Real estate and rental and leasing [53]","Persons",291651
"2017-03","Canada","Professional, scientific and technical services [54]","Persons",883133
"2017-03","Canada","Management of companies and enterprises [55]","Persons",97041
"2017-03","Canada","Administrative and support, waste management and remediation services [56]","Persons",801855
"2017-03","Canada","Educational services [61]","Persons",1270338
"2017-03","Canada","Health care and social assistance [62]","Persons",1943458
"2017-03","Canada","Arts, entertainment and recreation [71]","Persons",291228
"2017-03","Canada","Accommodation and food services [72]","Persons",1290272
"2017-03","Canada","Other services (except public administration) [81]","Persons",538119
"2017-03","Canada","Public administration [91]","Persons",1076829
"2017-03","Newfoundland and Labrador","Industrial aggregate including unclassified businesses [00-91N]","Persons",220644
"2017-03","Newfoundland and Labrador","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",214452
"2017-03","Newfoundland and Labrador","Goods producing industries [11-33N]","Persons",38448
"2017-03","Newfoundland and Labrador","Mining, quarrying, and oil and gas extraction [21]","Persons",5135
"2017-03","Newfoundland and Labrador","Construction [23]","Persons",19118
"2017-03","Newfoundland and Labrador","Manufacturing [31-33]","Persons",10410
"2017-03","Newfoundland and Labrador","Service producing industries [41-91N]","Persons",176004
"2017-03","Newfoundland and Labrador","Trade [41-45N]","Persons",37048
"2017-03","Newfoundland and Labrador","Wholesale trade [41]","Persons",6642
"2017-03","Newfoundland and Labrador","Retail trade [44-45]","Persons",30406
"2017-03","Newfoundland and Labrador","Transportation and warehousing [48-49]","Persons",10704
"2017-03","Newfoundland and Labrador","Information and cultural industries [51]","Persons",5598
"2017-03","Newfoundland and Labrador","Finance and insurance [52]","Persons",7331
"2017-03","Newfoundland and Labrador","Real estate and rental and leasing [53]","Persons",2634
"2017-03","Newfoundland and Labrador","Professional, scientific and technical services [54]","Persons",7776
"2017-03","Newfoundland and Labrador","Management of companies and enterprises [55]","Persons",1420
"2017-03","Newfoundland and Labrador","Administrative and support, waste management and remediation services [56]","Persons",5764
"2017-03","Newfoundland and Labrador","Educational services [61]","Persons",21316
"2017-03","Newfoundland and Labrador","Health care and social assistance [62]","Persons",32813
"2017-03","Newfoundland and Labrador","Arts, entertainment and recreation [71]","Persons",2458
"2017-03","Newfoundland and Labrador","Accommodation and food services [72]","Persons",16122
"2017-03","Newfoundland and Labrador","Other services (except public administration) [81]","Persons",6540
"2017-03","Newfoundland and Labrador","Public administration [91]","Persons",18478
"2017-03","Prince Edward Island","Industrial aggregate including unclassified businesses [00-91N]","Persons",65238
"2017-03","Prince Edward Island","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",64017
"2017-03","Prince Edward Island","Goods producing industries [11-33N]","Persons",9279
"2017-03","Prince Edward Island","Construction [23]","Persons",3656
"2017-03","Prince Edward Island","Manufacturing [31-33]","Persons",5072
"2017-03","Prince Edward Island","Service producing industries [41-91N]","Persons",54738
"2017-03","Prince Edward Island","Trade [41-45N]","Persons",11044
"2017-03","Prince Edward Island","Wholesale trade [41]","Persons",2282
"2017-03","Prince Edward Island","Retail trade [44-45]","Persons",8762
"2017-03","Prince Edward Island","Transportation and warehousing [48-49]","Persons",2703
"2017-03","Prince Edward Island","Information and cultural industries [51]","Persons",1017
"2017-03","Prince Edward Island","Finance and insurance [52]","Persons",1921
"2017-03","Prince Edward Island","Real estate and rental and leasing [53]","Persons",797
"2017-03","Prince Edward Island","Professional, scientific and technical services [54]","Persons",1947
"2017-03","Prince Edward Island","Management of companies and enterprises [55]","Persons",131
"2017-03","Prince Edward Island","Administrative and support, waste management and remediation services [56]","Persons",3540
"2017-03","Prince Edward Island","Educational services [61]","Persons",5075
"2017-03","Prince Edward Island","Health care and social assistance [62]","Persons",9427
"2017-03","Prince Edward Island","Arts, entertainment and recreation [71]","Persons",1146
"2017-03","Prince Edward Island","Accommodation and food services [72]","Persons",6380
"2017-03","Prince Edward Island","Other services (except public administration) [81]","Persons",2016
"2017-03","Prince Edward Island","Public administration [91]","Persons",7596
"2017-03","Nova Scotia","Industrial aggregate including unclassified businesses [00-91N]","Persons",406335
"2017-03","Nova Scotia","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",400696
"2017-03","Nova Scotia","Goods producing industries [11-33N]","Persons",59064
"2017-03","Nova Scotia","Forestry, logging and support [11N]","Persons",941
"2017-03","Nova Scotia","Construction [23]","Persons",23473
"2017-03","Nova Scotia","Manufacturing [31-33]","Persons",30462
"2017-03","Nova Scotia","Service producing industries [41-91N]","Persons",341632
"2017-03","Nova Scotia","Trade [41-45N]","Persons",69730
"2017-03","Nova Scotia","Wholesale trade [41]","Persons",13935
"2017-03","Nova Scotia","Retail trade [44-45]","Persons",55796
"2017-03","Nova Scotia","Transportation and warehousing [48-49]","Persons",16825
"2017-03","Nova Scotia","Information and cultural industries [51]","Persons",9161
"2017-03","Nova Scotia","Finance and insurance [52]","Persons",17818
"2017-03","Nova Scotia","Real estate and rental and leasing [53]","Persons",6141
"2017-03","Nova Scotia","Professional, scientific and technical services [54]","Persons",15708
"2017-03","Nova Scotia","Management of companies and enterprises [55]","Persons",1797
"2017-03","Nova Scotia","Administrative and support, waste management and remediation services [56]","Persons",18935
"2017-03","Nova Scotia","Educational services [61]","Persons",38628
"2017-03","Nova Scotia","Health care and social assistance [62]","Persons",64141
"2017-03","Nova Scotia","Arts, entertainment and recreation [71]","Persons",5102
"2017-03","Nova Scotia","Accommodation and food services [72]","Persons",30951
"2017-03","Nova Scotia","Other services (except public administration) [81]","Persons",12239
"2017-03","Nova Scotia","Public administration [91]","Persons",34456
"2017-03","New Brunswick","Industrial aggregate including unclassified businesses [00-91N]","Persons",310008
"2017-03","New Brunswick","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",304582
"2017-03","New Brunswick","Goods producing industries [11-33N]","Persons",54554
"2017-03","New Brunswick","Forestry, logging and support [11N]","Persons",2826
"2017-03","New Brunswick","Construction [23]","Persons",18650
"2017-03","New Brunswick","Manufacturing [31-33]","Persons",28515
"2017-03","New Brunswick","Service producing industries [41-91N]","Persons",250029
"2017-03","New Brunswick","Trade [41-45N]","Persons",54067
"2017-03","New Brunswick","Wholesale trade [41]","Persons",9702
"2017-03","New Brunswick","Retail trade [44-45]","Persons",44366
"2017-03","New Brunswick","Transportation and warehousing [48-49]","Persons",16080
"2017-03","New Brunswick","Information and cultural industries [51]","Persons",6757
"2017-03","New Brunswick","Finance and insurance [52]","Persons",14203
"2017-03","New Brunswick","Real estate and rental and leasing [53]","Persons",4425
"2017-03","New Brunswick","Professional, scientific and technical services [54]","Persons",10729
"2017-03","New Brunswick","Management of companies and enterprises [55]","Persons",1232
"2017-03","New Brunswick","Administrative and support, waste management and remediation services [56]","Persons",14296
"2017-03","New Brunswick","Educational services [61]","Persons",20173
"2017-03","New Brunswick","Health care and social assistance [62]","Persons",44821
"2017-03","New Brunswick","Arts, entertainment and recreation [71]","Persons",4132
"2017-03","New Brunswick","Accommodation and food services [72]","Persons",23449
"2017-03","New Brunswick","Other services (except public administration) [81]","Persons",8749
"2017-03","New Brunswick","Public administration [91]","Persons",26914
"2017-03","Quebec","Industrial aggregate including unclassified businesses [00-91N]","Persons",3584366
"2017-03","Quebec","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",3516350
"2017-03","Quebec","Goods producing industries [11-33N]","Persons",657316
"2017-03","Quebec","Forestry, logging and support [11N]","Persons",9419
"2017-03","Quebec","Mining, quarrying, and oil and gas extraction [21]","Persons",17214
"2017-03","Quebec","Utilities [22]","Persons",28278
"2017-03","Quebec","Construction [23]","Persons",184834
"2017-03","Quebec","Manufacturing [31-33]","Persons",417572
"2017-03","Quebec","Service producing industries [41-91N]","Persons",2859034
"2017-03","Quebec","Trade [41-45N]","Persons",612647
"2017-03","Quebec","Wholesale trade [41]","Persons",172976
"2017-03","Quebec","Retail trade [44-45]","Persons",439671
"2017-03","Quebec","Transportation and warehousing [48-49]","Persons",158588
"2017-03","Quebec","Information and cultural industries [51]","Persons",76446
"2017-03","Quebec","Finance and insurance [52]","Persons",145726
"2017-03","Quebec","Real estate and rental and leasing [53]","Persons",56601
"2017-03","Quebec","Professional, scientific and technical services [54]","Persons",191565
"2017-03","Quebec","Management of companies and enterprises [55]","Persons",18860
"2017-03","Quebec","Administrative and support, waste management and remediation services [56]","Persons",168004
"2017-03","Quebec","Educational services [61]","Persons",304411
"2017-03","Quebec","Health care and social assistance [62]","Persons",453932
"2017-03","Quebec","Arts, entertainment and recreation [71]","Persons",61747
"2017-03","Quebec","Accommodation and food services [72]","Persons",253363
"2017-03","Quebec","Other services (except public administration) [81]","Persons",121413
"2017-03","Quebec","Public administration [91]","Persons",235731
"2017-03","Ontario","Industrial aggregate including unclassified businesses [00-91N]","Persons",6291053
"2017-03","Ontario","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",6169275
"2017-03","Ontario","Goods producing industries [11-33N]","Persons",1079193
"2017-03","Ontario","Forestry, logging and support [11N]","Persons",4786
"2017-03","Ontario","Mining, quarrying, and oil and gas extraction [21]","Persons",27350
"2017-03","Ontario","Utilities [22]","Persons",47012
"2017-03","Ontario","Construction [23]","Persons",337354
"2017-03","Ontario","Manufacturing [31-33]","Persons",662691
"2017-03","Ontario","Service producing industries [41-91N]","Persons",5090082
"2017-03","Ontario","Trade [41-45N]","Persons",1051360
"2017-03","Ontario","Wholesale trade [41]","Persons",335382
"2017-03","Ontario","Retail trade [44-45]","Persons",715977
"2017-03","Ontario","Transportation and warehousing [48-49]","Persons",261336
"2017-03","Ontario","Information and cultural industries [51]","Persons",165474
"2017-03","Ontario","Finance and insurance [52]","Persons",329853
"2017-03","Ontario","Real estate and rental and leasing [53]","Persons",120049
"2017-03","Ontario","Professional, scientific and technical services [54]","Persons",379972
"2017-03","Ontario","Management of companies and enterprises [55]","Persons",37563
"2017-03","Ontario","Administrative and support, waste management and remediation services [56]","Persons",352755
"2017-03","Ontario","Educational services [61]","Persons",482904
"2017-03","Ontario","Health care and social assistance [62]","Persons",705171
"2017-03","Ontario","Arts, entertainment and recreation [71]","Persons",115409
"2017-03","Ontario","Accommodation and food services [72]","Persons",482248
"2017-03","Ontario","Other services (except public administration) [81]","Persons",198655
"2017-03","Ontario","Public administration [91]","Persons",407334
"2017-03","Manitoba","Industrial aggregate including unclassified businesses [00-91N]","Persons",601912
"2017-03","Manitoba","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",593662
"2017-03","Manitoba","Goods producing industries [11-33N]","Persons",96008
"2017-03","Manitoba","Construction [23]","Persons",34141
"2017-03","Manitoba","Manufacturing [31-33]","Persons",52867
"2017-03","Manitoba","Service producing industries [41-91N]","Persons",497654
"2017-03","Manitoba","Trade [41-45N]","Persons",93213
"2017-03","Manitoba","Wholesale trade [41]","Persons",23747
"2017-03","Manitoba","Retail trade [44-45]","Persons",69466
"2017-03","Manitoba","Transportation and warehousing [48-49]","Persons",32479
"2017-03","Manitoba","Information and cultural industries [51]","Persons",9732
"2017-03","Manitoba","Finance and insurance [52]","Persons",35001
"2017-03","Manitoba","Real estate and rental and leasing [53]","Persons",8561
"2017-03","Manitoba","Professional, scientific and technical services [54]","Persons",17141
"2017-03","Manitoba","Management of companies and enterprises [55]","Persons",5978
"2017-03","Manitoba","Administrative and support, waste management and remediation services [56]","Persons",21462
"2017-03","Manitoba","Educational services [61]","Persons",49891
"2017-03","Manitoba","Health care and social assistance [62]","Persons",100235
"2017-03","Manitoba","Arts, entertainment and recreation [71]","Persons",9781
"2017-03","Manitoba","Accommodation and food services [72]","Persons",44732
"2017-03","Manitoba","Other services (except public administration) [81]","Persons",21021
"2017-03","Manitoba","Public administration [91]","Persons",48427
"2017-03","Saskatchewan","Industrial aggregate including unclassified businesses [00-91N]","Persons",472351
"2017-03","Saskatchewan","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",465585
"2017-03","Saskatchewan","Goods producing industries [11-33N]","Persons",76864
"2017-03","Saskatchewan","Mining, quarrying, and oil and gas extraction [21]","Persons",17164
"2017-03","Saskatchewan","Construction [23]","Persons",31097
"2017-03","Saskatchewan","Manufacturing [31-33]","Persons",23616
"2017-03","Saskatchewan","Service producing industries [41-91N]","Persons",388721
"2017-03","Saskatchewan","Trade [41-45N]","Persons",86604
"2017-03","Saskatchewan","Wholesale trade [41]","Persons",24422
"2017-03","Saskatchewan","Retail trade [44-45]","Persons",62181
"2017-03","Saskatchewan","Transportation and warehousing [48-49]","Persons",19370
"2017-03","Saskatchewan","Information and cultural industries [51]","Persons",10447
"2017-03","Saskatchewan","Finance and insurance [52]","Persons",21543
"2017-03","Saskatchewan","Real estate and rental and leasing [53]","Persons",5655
"2017-03","Saskatchewan","Professional, scientific and technical services [54]","Persons",14316
"2017-03","Saskatchewan","Management of companies and enterprises [55]","Persons",1782
"2017-03","Saskatchewan","Administrative and support, waste management and remediation services [56]","Persons",14356
"2017-03","Saskatchewan","Educational services [61]","Persons",43296
"2017-03","Saskatchewan","Health care and social assistance [62]","Persons",65852
"2017-03","Saskatchewan","Arts, entertainment and recreation [71]","Persons",8549
"2017-03","Saskatchewan","Accommodation and food services [72]","Persons",35014
"2017-03","Saskatchewan","Other services (except public administration) [81]","Persons",16015
"2017-03","Saskatchewan","Public administration [91]","Persons",45923
"2017-03","Alberta","Industrial aggregate including unclassified businesses [00-91N]","Persons",1977940
"2017-03","Alberta","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",1946931
"2017-03","Alberta","Goods producing industries [11-33N]","Persons",418402
"2017-03","Alberta","Forestry, logging and support [11N]","Persons",3560
"2017-03","Alberta","Mining, quarrying, and oil and gas extraction [21]","Persons",101733
"2017-03","Alberta","Utilities [22]","Persons",13602
"2017-03","Alberta","Construction [23]","Persons",182871
"2017-03","Alberta","Manufacturing [31-33]","Persons",116635
"2017-03","Alberta","Service producing industries [41-91N]","Persons",1528529
"2017-03","Alberta","Trade [41-45N]","Persons",338072
"2017-03","Alberta","Wholesale trade [41]","Persons",96042
"2017-03","Alberta","Retail trade [44-45]","Persons",242031
"2017-03","Alberta","Transportation and warehousing [48-49]","Persons",100965
"2017-03","Alberta","Information and cultural industries [51]","Persons",28028
"2017-03","Alberta","Finance and insurance [52]","Persons",61973
"2017-03","Alberta","Real estate and rental and leasing [53]","Persons",41058
"2017-03","Alberta","Professional, scientific and technical services [54]","Persons",115406
"2017-03","Alberta","Management of companies and enterprises [55]","Persons",14044
"2017-03","Alberta","Administrative and support, waste management and remediation services [56]","Persons",96940
"2017-03","Alberta","Educational services [61]","Persons",144751
"2017-03","Alberta","Health care and social assistance [62]","Persons",200959
"2017-03","Alberta","Arts, entertainment and recreation [71]","Persons",36600
"2017-03","Alberta","Accommodation and food services [72]","Persons",165919
"2017-03","Alberta","Other services (except public administration) [81]","Persons",73807
"2017-03","Alberta","Public administration [91]","Persons",110007
"2017-03","British Columbia","Industrial aggregate including unclassified businesses [00-91N]","Persons",2184611
"2017-03","British Columbia","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",2135131
"2017-03","British Columbia","Goods producing industries [11-33N]","Persons",345134
"2017-03","British Columbia","Forestry, logging and support [11N]","Persons",17052
"2017-03","British Columbia","Mining, quarrying, and oil and gas extraction [21]","Persons",19790
"2017-03","British Columbia","Utilities [22]","Persons",9730
"2017-03","British Columbia","Construction [23]","Persons",149137
"2017-03","British Columbia","Manufacturing [31-33]","Persons",149425
"2017-03","British Columbia","Service producing industries [41-91N]","Persons",1789997
"2017-03","British Columbia","Trade [41-45N]","Persons",361465
"2017-03","British Columbia","Wholesale trade [41]","Persons",90317
"2017-03","British Columbia","Retail trade [44-45]","Persons",271148
"2017-03","British Columbia","Transportation and warehousing [48-49]","Persons",110062
"2017-03","British Columbia","Information and cultural industries [51]","Persons",51682
"2017-03","British Columbia","Finance and insurance [52]","Persons",87479
"2017-03","British Columbia","Real estate and rental and leasing [53]","Persons",44097
"2017-03","British Columbia","Professional, scientific and technical services [54]","Persons",126908
"2017-03","British Columbia","Management of companies and enterprises [55]","Persons",14039
"2017-03","British Columbia","Administrative and support, waste management and remediation services [56]","Persons",104255
"2017-03","British Columbia","Educational services [61]","Persons",155648
"2017-03","British Columbia","Health care and social assistance [62]","Persons",261892
"2017-03","British Columbia","Arts, entertainment and recreation [71]","Persons",45582
"2017-03","British Columbia","Accommodation and food services [72]","Persons",227636
"2017-03","British Columbia","Other services (except public administration) [81]","Persons",76088
"2017-03","British Columbia","Public administration [91]","Persons",123166
"2017-03","Yukon","Industrial aggregate including unclassified businesses [00-91N]","Persons",21202
"2017-03","Yukon","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",20915
"2017-03","Yukon","Goods producing industries [11-33N]","Persons",2194
"2017-03","Yukon","Utilities [22]","Persons",260
"2017-03","Yukon","Construction [23]","Persons",1211
"2017-03","Yukon","Service producing industries [41-91N]","Persons",18722
"2017-03","Yukon","Trade [41-45N]","Persons",3113
"2017-03","Yukon","Wholesale trade [41]","Persons",303
"2017-03","Yukon","Retail trade [44-45]","Persons",2810
"2017-03","Yukon","Transportation and warehousing [48-49]","Persons",1465
"2017-03","Yukon","Information and cultural industries [51]","Persons",491
"2017-03","Yukon","Finance and insurance [52]","Persons",418
"2017-03","Yukon","Real estate and rental and leasing [53]","Persons",287
"2017-03","Yukon","Professional, scientific and technical services [54]","Persons",549
"2017-03","Yukon","Management of companies and enterprises [55]","Persons",66
"2017-03","Yukon","Administrative and support, waste management and remediation services [56]","Persons",471
"2017-03","Yukon","Educational services [61]","Persons",1399
"2017-03","Yukon","Health care and social assistance [62]","Persons",1421
"2017-03","Yukon","Arts, entertainment and recreation [71]","Persons",380
"2017-03","Yukon","Accommodation and food services [72]","Persons",1899
"2017-03","Yukon","Other services (except public administration) [81]","Persons",475
"2017-03","Yukon","Public administration [91]","Persons",6287
"2017-03","Northwest Territories","Industrial aggregate including unclassified businesses [00-91N]","Persons",26583
"2017-03","Northwest Territories","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",26173
"2017-03","Northwest Territories","Goods producing industries [11-33N]","Persons",5108
"2017-03","Northwest Territories","Mining, quarrying, and oil and gas extraction [21]","Persons",2519
"2017-03","Northwest Territories","Construction [23]","Persons",2232
"2017-03","Northwest Territories","Service producing industries [41-91N]","Persons",21065
"2017-03","Northwest Territories","Trade [41-45N]","Persons",3093
"2017-03","Northwest Territories","Wholesale trade [41]","Persons",604
"2017-03","Northwest Territories","Retail trade [44-45]","Persons",2489
"2017-03","Northwest Territories","Transportation and warehousing [48-49]","Persons",1774
"2017-03","Northwest Territories","Information and cultural industries [51]","Persons",419
"2017-03","Northwest Territories","Finance and insurance [52]","Persons",516
"2017-03","Northwest Territories","Real estate and rental and leasing [53]","Persons",538
"2017-03","Northwest Territories","Professional, scientific and technical services [54]","Persons",886
"2017-03","Northwest Territories","Management of companies and enterprises [55]","Persons",56
"2017-03","Northwest Territories","Administrative and support, waste management and remediation services [56]","Persons",663
"2017-03","Northwest Territories","Educational services [61]","Persons",2060
"2017-03","Northwest Territories","Health care and social assistance [62]","Persons",1762
"2017-03","Northwest Territories","Arts, entertainment and recreation [71]","Persons",249
"2017-03","Northwest Territories","Accommodation and food services [72]","Persons",1955
"2017-03","Northwest Territories","Other services (except public administration) [81]","Persons",790
"2017-03","Northwest Territories","Public administration [91]","Persons",6305
"2017-03","Nunavut","Industrial aggregate including unclassified businesses [00-91N]","Persons",15490
"2017-03","Nunavut","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",15367
"2017-03","Nunavut","Goods producing industries [11-33N]","Persons",1666
